1,2022-03-01 11:13:47,2022-03-01 13:12:54,0,659,4
2,2022-03-01 11:48:22,2022-03-01 13:50:27,0,810,1
3,2022-03-01 11:32:34,2022-03-01 13:10:10,0,719,43
4,2022-03-01 11:24:33,2022-03-01 13:12:45,0,833,53
5,2022-03-01 11:42:54,2022-03-01 13:38:25,0,534,45
6,2022-03-01 11:25:23,2022-03-01 13:15:50,0,795,12
7,2022-03-01 11:24:22,2022-03-01 12:14:51,0,215,49
8,2022-03-01 11:12:19,2022-03-01 12:40:37,0,496,31
9,2022-03-01 11:50:36,2022-03-01 13:17:58,0,455,37
10,2022-03-01 11:23:57,2022-03-01 12:24:10,0,694,55
11,2022-03-01 11:28:42,2022-03-01 13:13:42,0,391,34
12,2022-03-01 11:48:13,2022-03-01 12:25:17,0,355,28
13,2022-03-01 11:52:29,2022-03-01 13:50:46,0,517,26
14,2022-03-01 11:53:44,2022-03-01 12:38:13,0,572,42
15,2022-03-01 11:55:52,2022-03-01 13:28:40,0,797,2
16,2022-03-01 11:39:21,2022-03-01 12:27:24,0,204,13
17,2022-03-01 11:37:39,2022-03-01 12:58:21,0,829,17
18,2022-03-01 11:18:22,2022-03-01 12:35:41,0,276,14
19,2022-03-01 11:31:12,2022-03-01 13:45:55,0,254,58
20,2022-03-01 11:29:59,2022-03-01 13:18:55,0,393,29
21,2022-03-01 11:57:51,2022-03-01 13:40:34,0,552,20
22,2022-03-01 11:11:49,2022-03-01 13:46:24,0,666,51
23,2022-03-01 11:26:50,2022-03-01 12:56:46,0,167,27
24,2022-03-01 11:21:17,2022-03-01 12:31:36,0,399,52
25,2022-03-01 11:16:27,2022-03-01 12:36:47,0,931,19
26,2022-03-01 11:16:34,2022-03-01 12:54:36,0,592,32
27,2022-03-01 11:10:51,2022-03-01 13:34:51,0,152,24
28,2022-03-01 11:11:55,2022-03-01 13:37:23,0,536,59
29,2022-03-01 11:14:19,2022-03-01 13:47:31,0,285,54
30,2022-03-01 11:50:25,2022-03-01 12:37:27,0,596,22
31,2022-03-01 11:38:46,2022-03-01 13:21:31,0,790,48
32,2022-03-01 11:33:55,2022-03-01 12:29:22,0,127,56
33,2022-03-01 11:11:26,2022-03-01 13:50:39,0,133,35
34,2022-03-01 11:31:56,2022-03-01 13:58:42,0,884,25
35,2022-03-01 11:15:32,2022-03-01 13:34:15,0,364,15
36,2022-03-01 11:32:33,2022-03-01 12:22:18,0,257,23
37,2022-03-01 11:19:21,2022-03-01 12:18:37,0,634,40
38,2022-03-01 11:33:56,2022-03-01 13:58:49,0,955,5
39,2022-03-01 11:56:24,2022-03-01 13:42:39,0,747,6
40,2022-03-01 11:25:29,2022-03-01 13:24:48,0,188,33
41,2022-03-01 17:12:38,2022-03-01 18:57:11,0,127,9
42,2022-03-01 17:45:28,2022-03-01 19:43:23,0,926,52
43,2022-03-01 17:33:37,2022-03-01 18:39:12,0,836,28
44,2022-03-01 17:58:55,2022-03-01 19:19:39,0,231,49
45,2022-03-01 17:47:20,2022-03-01 18:30:28,0,834,42
46,2022-03-01 17:28:22,2022-03-01 19:18:16,0,128,60
47,2022-03-01 17:43:15,2022-03-01 19:12:10,0,688,34
48,2022-03-01 17:30:41,2022-03-01 18:42:43,0,703,55
49,2022-03-01 17:15:31,2022-03-01 19:59:35,0,113,38
50,2022-03-01 17:16:16,2022-03-01 18:42:20,0,689,2
51,2022-03-01 17:27:52,2022-03-01 19:36:18,0,333,45
52,2022-03-01 17:12:32,2022-03-01 19:43:28,0,479,15
53,2022-03-01 17:46:40,2022-03-01 19:47:37,0,444,25
54,2022-03-01 17:59:39,2022-03-01 19:24:10,0,871,17
55,2022-03-01 17:10:42,2022-03-01 19:19:13,0,856,13
56,2022-03-01 17:42:32,2022-03-01 18:45:52,0,67,37
57,2022-03-01 17:36:24,2022-03-01 19:41:40,0,889,48
58,2022-03-01 17:32:54,2022-03-01 19:26:21,0,218,31
59,2022-03-01 17:41:12,2022-03-01 18:13:40,0,6,24
60,2022-03-01 17:19:46,2022-03-01 18:21:56,0,18,53
61,2022-03-01 17:36:20,2022-03-01 18:33:40,0,512,36
62,2022-03-01 17:22:32,2022-03-01 18:55:27,0,11,47
63,2022-03-01 17:16:15,2022-03-01 19:20:55,0,391,27
64,2022-03-01 17:41:18,2022-03-01 19:23:34,0,623,19
65,2022-03-01 17:13:32,2022-03-01 19:11:34,0,309,39
66,2022-03-01 17:56:45,2022-03-01 18:30:42,0,509,40
67,2022-03-01 17:42:40,2022-03-01 19:51:38,0,621,5
68,2022-03-01 17:11:33,2022-03-01 18:59:32,0,327,29
69,2022-03-01 17:42:36,2022-03-01 19:39:56,0,971,51
70,2022-03-01 17:52:27,2022-03-01 19:17:18,0,41,7
71,2022-03-01 17:56:49,2022-03-01 19:37:24,0,803,46
72,2022-03-01 17:21:49,2022-03-01 19:21:24,0,288,14
73,2022-03-01 17:22:34,2022-03-01 19:28:42,0,513,20
74,2022-03-01 17:35:28,2022-03-01 19:49:19,0,572,57
75,2022-03-01 17:15:55,2022-03-01 19:11:19,0,517,26
76,2022-03-01 17:50:53,2022-03-01 18:46:34,0,256,35
77,2022-03-01 17:57:28,2022-03-01 18:10:52,0,699,58
78,2022-03-01 17:15:22,2022-03-01 18:42:14,0,801,41
79,2022-03-01 17:43:59,2022-03-01 19:25:42,0,950,59
80,2022-03-01 17:22:46,2022-03-01 19:55:33,0,48,33
81,2022-03-01 17:17:45,2022-03-01 18:47:55,0,51,50
82,2022-03-01 17:41:23,2022-03-01 19:14:15,0,818,56
83,2022-03-01 17:14:51,2022-03-01 19:30:15,0,305,10
84,2022-03-01 17:56:35,2022-03-01 19:43:39,0,980,11
85,2022-03-01 17:43:16,2022-03-01 18:46:52,0,204,16
86,2022-03-01 17:12:36,2022-03-01 18:47:44,0,8,8
87,2022-03-01 17:41:45,2022-03-01 18:57:47,0,53,18
88,2022-03-01 17:33:49,2022-03-01 19:14:12,0,752,22
89,2022-03-01 17:58:28,2022-03-01 19:24:38,0,198,12
90,2022-03-02 11:21:20,2022-03-02 12:27:57,0,531,53
91,2022-03-02 11:13:17,2022-03-02 13:42:52,0,437,41
92,2022-03-02 11:36:50,2022-03-02 12:51:41,0,587,32
93,2022-03-02 11:56:21,2022-03-02 13:10:16,0,875,58
94,2022-03-02 11:22:14,2022-03-02 13:30:10,0,513,19
